번호,제목,링크,글쓴이,작성일,조회,본문,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178
7271628468,진짜 삼식이 살려주는 건 대초홍 밖에 없네,https://www.fmkorea.com/index.php?mid=ib&document_srl=7271628468&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=124,류잔디,2024.07.21,5906,아무도 안 사주는 석유 고정으로 거래해주고 다주까지 꼬셔주겠다 선언    Video Player                              Video 태그를 지원하지 않는 브라우저입니다.                                 00:00                 Use Up/Down Arrow keys to increase or decrease volume.00:00 / 00:001.00x2.00x1.75x1.50x1.25x1.00x0.75x0.50x0.25x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655019330,"[IN POINT] 유럽-일본 관심 받는 김주성, 한일전 3백 한 자리 차지...우승 이끌고 관심 높일까",https://www.fmkorea.com/index.php?mid=football_korean&document_srl=8655019330&search_keyword=%EA%B6%81%ED%95%A9&search_target=title_content&page=2,길기판,2025.07.15,215,"김기동 감독이 온 후 더 발전했고 서울에서 야잔과 찰떡궁합을 보이며 최고의 수비력을 보여주고 있다. 오랜 기다림 끝에 지난 6월 A매치 쿠웨이트전에서 경기를 치렀다. 돌아온 김주성은 안정감 넘치는 수비를 보여주면서 대표팀에서 경쟁력도 확인했다. 클럽, 대표팀에서 좋은 모습을 보여 유럽 팀들의 관심을 받고 있다. 일본 팀들도 김주성을 눈여겨보는 중이다.https://m.sports.naver.com/kfootball/article/413/0000201456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422599172,사람들이 이준석에 대해 잘 모르는 점,https://www.fmkorea.com/index.php?mid=politics&document_srl=6422599172&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=40,도날드트럼프,2023.11.22,773,이준석보고 어리다 어리다 하는데준석이는 '국민학교' 출신이고마지막으로 교련을 배운 세대다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006503812,ㅇㅇㅅ 가격 쳐올려도 사주겠지?,https://www.fmkorea.com/index.php?mid=genshin&document_srl=7006503812&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=18,어푸어푸살려줭,2024.05.08,318,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ무지성 구경 완료다 씨밸게이련아 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733322937,아습이 번호 가져오면서 명품가방 사주기로 했나보네,https://www.fmkorea.com/index.php?mid=baseball&document_srl=8733322937&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=35,한화이글스류현진,2025.08.02,225,ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176246571,킵인가요?,https://www.fmkorea.com/index.php?mid=baseball_game&document_srl=7176246571&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=82,이이다다,2024.06.24,32,대타로 쓸 선수인데 이정도면 괜찮을까요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8975589464,9월 신규 베스트 스트리머 명단,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=8975589464&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=39,상금,2025.09.30,6210,"9월 신규 베스트 스트리머 목록 [게임]흑운장TV(firebathero)By.황병영(hby0724)로자르(syfan12)이라333(pushpull2027)아이밈.(mimmim00)BJ이현용(yongtv)이아영(19941213)MMA(jangsz)돌애정(segguswjd)엉쿠마(skdbstjd87)서든폭타니(yoon2233)바미Baami__(csw8702)기갈져스(dygksgks0420)있찌Vv(wegogin7410)핑핑♥(nreupne)모비*(owoouoowo)새벽0_0(gusqls9036)김앵환(rkwmdks11)정가연(chicken0121)2천호(dlcjsgh21)밍또얌(totoo23)리브얄루(amin4835) [버추얼]띠꾸♥(ddikku0714)하밍(star124)청링고(rkdmsrnt)체리베(cherrybe0w0)리루리_(liluelee12)리츠_LITZ(litz0404)채윤아(yuna812)세세(sese119)압구리쓰레빠(mhc0114)빡룡(angrydino)멍지수.(jisoo9709134)단수아(tndk321)윤타미(dbsthdus111)미현영♡(nunknown314)킴딸기(kimtalggy)상어히나(sharkhina)데_레(krad8243)우주리_(woujury)민초희(pipinstall)민여울(ruianne)아즈!(kawa11az)나린인데?(rintube)차하나(hani0320)니아__(niadragon) [음악]채수아(youyou0708) [생활/정보]깜지:(gabyul94)씽씨타로(xingxi88) [먹방/쿡방]김짱아.(say486) [토크/캠방]윤솜♥(rubyruby0626)수니_(dltndjs)안둥♥(andoong0227)윤슬♥(x1997x)도이서♡(hio0ochu)H_김제티(jts0802)꽃부기♥(flowerboogie)임요아♥(akdlsem77) #육성콘텐츠 스트리머_추가 선발[음악]유명한아이(starisflying)▶ 올해 SOOP에서 방송을 시작한 래퍼로 다양한 방송활동을 통해 실력을 인정받은 스트리머입니다. 여러 아티스트, 스트리머들과 열심히 작업하며 합방 등 활동을 꾸준히 이어 나가고 있습니다. [토크/캠방(여)]정다별이♥(jdabyeol2)▶ 밝고 적극적인 리액션으로 유저들과 소통하는 스트리머입니다. 글로벌SOOP 동시송출을 통해 국내뿐 아니라 해외에서도 인기를 얻으며 오타쿠 감성과 코스프레를 접목한 개성있는 방송으로 질리지 않는 매력을 보여주고 있습니다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660500412,이번 정령의 용사 넘모 이쁜거같아요,https://www.fmkorea.com/index.php?mid=df&document_srl=1660500412&search_keyword=%EA%B6%81%ED%95%A9&search_target=title_content&page=4,빵뿡뽕삥빵,2019.03.11,1371,Video Player  					Video 태그를 지원하지 않는 브라우저입니다. 				        00:00          00:00 / 00:001.00x2.00x1.75x1.50x1.25x1.00x0.75x0.50x0.25x                 덕분에 죽어있던 여메카 부활시켰습니다여메카랑 ㄹㅇ 찰떡궁합임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5708498225,요리사 주먹밥 레시피를 알아도 레시피북으로 안뚫으면 못만드는거임?,https://www.fmkorea.com/index.php?mid=ib&document_srl=5708498225&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=245,선스크,2023.04.24,250,선점하면 배째라임?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362100854,포포가 올해 반등 못하면,https://www.fmkorea.com/index.php?mid=lol&document_srl=4362100854&search_keyword=%EA%B6%81%ED%95%A9&search_target=title_content&page=71,R00KIE,2022.02.21,203,그냥 비리비리랑 궁합이 별로라고 생각해야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620830349,으냉:남수댕전 운세가 어떻게 나왔냐면,https://www.fmkorea.com/index.php?mid=starcraft&document_srl=8620830349&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=8,rfhwoswq,2025.07.07,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137443129,엘콘 2마리 중 누가 나을지 님들 질문좀,https://www.fmkorea.com/index.php?mid=uma&document_srl=5137443129&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=11,우마샤르,2022.10.23,204,"1번 엘콘파워높음스테 근성 지능 아쉬움2번 엘콘스테 근성 좋음파워 1번보다 딸림파워 S 목표였는데 아쉽게도 편두통, 살찜연타로 달성실패룸매 승률은 1번이 약간 더 앞서긴 한데 단점은 가끔 허리피는 경우가 있어 역전허용 하는 경우 종종있습니다.고민되는데 골라주시면 감사감사 ㅠ엘콘 그만 깎고싶.......흙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291358999,그래그래펨마넬아고맙구나,https://www.fmkorea.com/index.php?mid=football_world&document_srl=8291358999&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=139,Wenger,2025.04.24,21,살리바유니폼선물을고맙게잘받을께그럼살리바레알유니폼으로사주는거니?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585057730,도지 870->660/550->684,https://www.fmkorea.com/index.php?mid=coin&document_srl=3585057730&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=126,머스탱,2021.05.10,556,잃은거 단타로 복구하느라 피쏠렸다오늘은 그만하고 잠 ㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8231038315,라우타로 왜 프리로뛰어오냐,https://www.fmkorea.com/index.php?mid=football_world&document_srl=8231038315&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=160,Joshua,2025.04.09,717,하 시발 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049274396,경찰관 허위 초과근무와 부정수령 내부 고발자 경찰관 입니다. (인증샷 포함),https://www.fmkorea.com/index.php?mid=free&document_srl=2049274396&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=32,멈추지말자고,2019.08.02,245,"저는 경찰관 입니다. 아니 그전에 대한민국 국민으로서 이렇게 글을 올리겠습니다. 저는 지금 경찰조직에서 부당하게 불이익을 받으며 파출소에 근무하고 있습니다.이유는 경찰임에도 불구하고 대한민국의 한 사람으로써, 또한 정직한 민중의 지팡이인 경찰의 신분으로써국민들의 피같은 혈세를 공금횡령한 파출소장의 감찰조사를 요청했습니다. 여러차례 본인이 근무하는 파출소의 청문 감사실과 , 경찰청 청문감사실에 보고하였지만, 돌아오는건 저에 대한 감찰조사와 징계처벌을 주는 사항과 ... 그리고 사내 왕따뿐이었습니다. (감찰출석요구서 포함)이같은 사실을 언론에라도 알리고자 기자들에게 알렸지만 경찰측의 외압인지.. 연락온곳은 단 한곳 #jtbc 밖에 없었어요.어제 7월22일자로 jtbc뉴스에 보도가 되었지만 이마저 별로 이슈가 되지 않았습니다.사실 뉴스에 나온 내용보다 아직은 알려지지 않은 더 많은 비리들이 현존하는 더러운 세상입니다.근 1년 반 가까이 저는 홀로 많은 경찰조직의 사람들과 공공의적으로 살아왔고,그사이 저 자신 또한 정신이 많이 피폐해져 정신적고통도 무시하지못할만큼 많이 받았습니다.지금이라도 이 더러운 사회를 조금이나마 개선하고자 국민청원을 올렸습니다.저 또한 그중에 한명이며 대한민국 시민입니다.다른거 바라지않습니다.... 제발 국민을 위해 정당하게만 써주세요..이렇게 세어 나아가고있는 세금들.. 이제는 대한민국 국민인 우리 한사람 한사람이 지켜야 할 때 입니다.지금 현 시점에도 우리 모르게 세어나아가고 있는 혈세들..누구의 주머니로 들어가고 있는 것 일까요?대한민국 시민이시라면 꼭 이 청원에 동참해주세요.정의로운 나라에서 살고싶습니다.제발 많이많이 퍼뜨려주세요.이렇게나마 억울하게 저의 상황을 알리고싶습니다.아직은 말하지 못한 다른 비리들도 많습니다....꼭...꼭 많이 퍼뜨려서 더러운 비리들이 사라지는대한민국을 만들고싶습니다. 많이 동참해주세요ㅠㅠ경찰공무원 한정 부정수령 금액 예상액 >> 10만명의 경찰중에 그중에 최대한 적게 잡아 2만명을 잡아보고 시작합니다. （ 제가 근무한 바로는 더욱 많을 것입니다 주관적인 생각입니다 ）2만명 곱하기 30만원（ 한달치 초과 더욱 많을 것입니다 주관적인 생각입니다 ）을 하면 60억이 되죠한달에 60억이니 60억 곱하기 12개월은 720억이 되네요 한달에 60억씩 세금이 없어지고 1년이면 720억입니다 이것은 아주 적게 너무나도 적게 최소한도로 잡은 금액이라는 것을 아셔야 될거 같습니다 （주관적인 생각입니다 ^^）허위초과근무 및 부정수령 공무원 전수조사 요청 국민청원에 꼭 동참해 주십시요 이제는 더이상 방관해서는 안됩니다 정부가 나서지 않으면 국민들이 나서야할 때입니다 저도 국민의 한 사람으로서 나서봅니다 !뉴스참고링크 >>https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=437&aid=0000215589https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=437&aid=0000215590  국민청원링크 >>은 추천순 3페이지에 있습니다 ^^ 제목은 "" 경찰공무원의 허위 초과근무와 초과수당 부정수령의 전수조사를 요청합니다. 7월 24일 업데이트 기사 입니다 여러분의 힘으로 뉴스가 다시 생산되고 있습니다 ^^ 이제부터 새로운 뉴스들을 하나씩 업데이트 하겠습니다.뉴스참고링크 >>https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=437&aid=0000215731 https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004180801 https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=437&aid=0000215852 7월 25일 의정부지방검찰청에 고발장 정식으로 접수하였습니다 （인증샷 포함）얼굴가리고 있는 것은 고발장 접수증 입니다 ^^7월 30일 업데이트 기사 입니다 뉴스참고링크 >>https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=023&aid=0003464103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853145732,주식이 몰빵이 수익률은 좋은데,https://www.fmkorea.com/index.php?mid=stock&document_srl=2853145732&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=376,갸르샨아,2020.04.01,450,"저는 그렇게 할 생각이 없는 게 일단 주식은 평생 해야 될 도구라고 생각합니다.고수님들을 얘기하는 건 아니고, 그냥 평범한 일반인들 중에 한방을 노리고 주식을 하는 사람들이 너무 많아요. 그리고 2~3만원 버는 걸 우습게 생각하는 사람도 엄청 많더라구요. 저는 100만원으로 1000만원 버는 능력보다 100만원을 10분할 혹은 5분할해서 안정치를 마련하고 꾸준하게 소액이라도 이익을 실현해 가는 사람을 더 능력있는 사람이라고 생각을 합니다. 물론 각자 성향과 추구하는 목표가 다르기에 정답은 없다고 생각합니다. 다만 초보라면 우량주에 장기간 담궈 놓을 돈을 마련하고 단타로 기업을 알아 갈 소액(100만원 정도)을 마련하는 게 좋다고 생각하네요. 단순히 기업 공부용이고 사람들이 3백만원 잃고서 수업료 지불했다고 생각하겠다고 말하는 게 저는 이해가 솔직히 안됐어요. 수업료 지불할 필요가 없고 소액으로 들어가면 몇십만원 수준에서 멈출 수 있는데.. 그정도가 딱 수업료 혹은 술값 버린 수준이라고 생각합니다. ㅋㅋㅋ저도 한진칼 -20만원 됐을 때 바로 손절 치고 나오고 요즘 또 핫해도 처다도 안봅니다. 수업료라고 생각하고 버렸어요ㅋㅋ당시에 이마트로 6만원, 씨젠으로 7만원 가량 이익 실현해서 -7만원 손실이었던 기억이 있네요ㅋㅋ 씨젠은 계속 소액으로 건들다가 등락폭이 다른 바이오주에 비해 적고 시총도 높고 우직해서 가지고 있었는데 60만원으로 상한가 2번먹고 120만원 만들고, 디피씨는 90만원 들어갔다가 한번 상한가 먹고 바로 나와서 120만원 만들었던 기억이 있네요ㅋㅋ 소액으로 분산 투자해서 소소하게 먹는 법도 알아야  재미도 생기고 기업도 알아가면서 돈 먹을 기회도 생기겠구나 생각이 들었습니다ㅋㅋ 암튼 주식 입문 두달차인데 아직까지는 기업 알아가는 재미가 있네요. 꾸준히 공부해서 소액이라도 이익을 실현 시키는 일반 투자자가 되면 좋겠군요ㅋㅋ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
