cafe_name,keyword,title,author,date,views,link,body
레몬테라스,사주,사주 믿을 만한가요?,별이,2020.05.08.,0.0,https://cafe.naver.com/f-e/cafes/10298136/articles/26371317?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI2MzcxMzE3LCJpc3N1ZWRBdCI6MTc2MTYxNTE2ODQxMiwiY2FmZUlkIjoxMDI5ODEzNn0.fkLKhtuu2M9psAS25LvcHhDEpUtF7RKcrwGm7W6EYIg&page=39,"이전글
다음글
목록
유머,연예,가십
사주 믿을 만한가요?
인기멤버
별이
여신
1:1 채팅
2020.05.08. 18:00
조회 1,694
댓글
0
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
이 글은 검색 비허용 게시물입니다.
게시물을 확인하기 위해서는 가입이 필요합니다. 이 카페의 멤버가 되어보세요.
카페에 가입하면 바로 글을 볼 수 있어요!
301.5만명의 멤버와 함께하는
레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]
에
가입해 보세요.
셀프 집꾸미기,인테리어,리폼,diy,요리,결혼,임신,출산,육아,여성,재테크, 커뮤니티, 생활 전반 카페입니다
가입하면 1,471.8만개의 글을 볼 수 있어요
어제 8.5만명이 방문했어요
최근 일주일 동안 634명이 가입했어요
10초 만에 가입하기"
디젤매니아,사주,사주매니아) 저는 불바다같은데,더티워시,2020.03.16.,0.0,https://cafe.naver.com/f-e/cafes/11262350/articles/30462528?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMwNDYyNTI4LCJpc3N1ZWRBdCI6MTc2MTU2MjE2MDkyNywiY2FmZUlkIjoxMTI2MjM1MH0.2OGlioPqFbsxwJokIe-TOhC7QbEDS-vCa6zDXH5KQR0&page=28,"이전글
다음글
목록
■디매인 라이프■
사주매니아) 저는 불바다같은데
인기멤버
더티워시
새싹간지
1:1 채팅
2020.03.16. 12:06
조회 1,359
댓글
12
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
카페 캘린더 레이어
이 게시글을 카페 캘린더에서 제외하시겠습니까?
확인
취소
>
확인
>
취소
레이어팝업 닫기
카페 캘린더 레이어
이 게시글을 카페 캘린더로 보내시겠습니까?
확인
취소
레이어팝업 닫기
아오 방금 수정한다는거 그냥 올려서 엄청 놀랬네요
사주가 불바다 같은데..
이러면 어떤가요...?
더티워시
님의 게시글 더보기
좋아요
0
이 글을 '좋아요'한 멤버 리스트
댓글
12
공유
신고
클린봇
이 악성 댓글을 감지합니다.
설정
댓글
등록순
최신순
새로고침
헛소리박고갑니다
헐... 와 님 사주 진짜
2020.03.16. 12:06
0
더티워시
이 소리 다하시고 다니시는거 봤습니다 속지 않습니다
2020.03.16. 12:07
0
개밥줘소밥줘
ㄷㄷㄷㄷㄷㄷ
2020.03.16. 12:07
0
팔팔천사
저도 불바다맞죠
2022.09.15. 13:18
0
한국정력
이게 다인가요? 어플로 하면? 그럼 누가 해석해줘요?
2020.03.16. 12:09
0
더티워시
운세풀이라고 따로 있긴 하네요 그거 지금 읽고 있어요
2020.03.16. 12:09
0
꾸이92
어플뭐에요???
2020.03.16. 12:10
0
더티워시
점신이요 저도 디매에서 봤어요 나름 풀이는 자세하게 해주긴 하네요
2020.03.16. 12:10
0
damedame
여자 잘 못만나실거같아요
2020.03.16. 12:38
0
더티워시
제가 여자라서 여자는 잘 못만나도 되는데,,
2020.03.16. 12:39
0
damedame
더티워시
아 남자이신줄 알고 ㅋㅋ 남자사주면은 여자 못만나는데 여자시면 상관없으실거같네요
2020.03.16. 12:41
0
팔팔천사
저도..
2022.09.15. 13:19
0
지금 가입하고 댓글에 참여해보세요!
목록
TOP
'
사주
'
검색결과
이 카페 글
요즘사람들은 종교도 안믿는데 위기때는 어디서 위안을 찾나요?
댓글
[2]
탐욕무지쾌락의고통
00:10
사주
팔자 참 신기한거같아요…
댓글
[20]
블루린
2025.10.27.
확실히 삶의 희망이 하나씩 있어야 세상살맛 나는듯요.
댓글
[3]
편의점전문가
2025.10.27.
개명하고 인생 좀 나아진분 있나요?
댓글
[3]
거북이돌고래
2025.10.25.
이런 경우 부부공무원이 꿀리나요?
댓글
[17]
가가가가가방
2025.10.25.
페이징 이동
1
2
3
4
5
전체 카페 글
챗gpt
사주
타로 구독료!
댓글
[2]
2025.10.20.
부산
사주
보면서 느낀 점
댓글
[10]
2025.10.21.
사주
를 아는 게 독이 될 때 2
댓글
[74]
2025.10.22.
임신
사주
로 시기 볼 수 있나요
댓글
[16]
2025.10.19.
신점
사주
내돈내산 후기!
댓글
[16]
2025.10.27.
페이징 이동
1
2
3
4
5
●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN
패션인들의 일상 공유 커뮤니티 - 패션 직구 여행 헬스 뷰티 연애 음악 영화 일상 사회생활 경험공유.
멤버
1,148,587
명
카페 가입하기"
레몬테라스,사주,사주처럼 살고 계신분 있나요?,레몬향기굳굳,2023.03.06.,444.0,https://cafe.naver.com/f-e/cafes/10298136/articles/30371174?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMwMzcxMTc0LCJpc3N1ZWRBdCI6MTc2MTYxNTA1MjEzMiwiY2FmZUlkIjoxMDI5ODEzNn0.qUFvaIh391wQNKoiPUOVS8PNQaMZN5g3g2M5xo7pLUk&page=24,"신점말고요
글자풀어서 보는거요.
지난거말고 앞일맞더라.. 그런거있으셨나요?
​"
디젤매니아,사주,창업하기 전에 사주보신 분 있나요??,먹다만삼각김밥,2022.02.19.,294.0,https://cafe.naver.com/f-e/cafes/11262350/articles/37371586?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjM3MzcxNTg2LCJpc3N1ZWRBdCI6MTc2MTU2MjExMDE3NywiY2FmZUlkIjoxMTI2MjM1MH0.1egvFggHlBLRCjA__eho0MetTPi_r7fiQeUtPgdUoBs&page=22,사주 보신대로 따르셨나요? 결과는 어떠셨나요?
디젤매니아,운세,8월10일 오늘의 운세,처 음 처 럼,2025.08.10.,232.0,https://cafe.naver.com/f-e/cafes/11262350/articles/46100577?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%9A%B4%EC%84%B8&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjQ2MTAwNTc3LCJpc3N1ZWRBdCI6MTc2MTU4NzA0NjMwMywiY2FmZUlkIjoxMTI2MjM1MH0.lZeP0rvP5_UregDsdL36JJ2PnlF9vH1BLsX87VQnn7E&page=2,[본문을 찾을 수 없음]
레몬테라스,운세,새해 1월1일 별자리 운세,일산네,2023.01.01.,262.0,https://cafe.naver.com/f-e/cafes/10298136/articles/30098144?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%9A%B4%EC%84%B8&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMwMDk4MTQ0LCJpc3N1ZWRBdCI6MTc2MTY1NTU3MzAxMywiY2FmZUlkIjoxMDI5ODEzNn0.cjLTvIa0M-YVXmfNau-GZ48mLEWEafx6pNq4Jwk2Nzc&page=4,"https://bltly.link/vQ7AnhE
오늘의 별자리 운세(1월 1일)
[한스경제=이수현 기자] 오늘의 별자리 운세(1월 1일) 물병자리(양력 1월20일~2월 18일) 욕심을 낼수록 오히려 마이너스가 되는 날이다. 평소 하던 만큼만, 지나치게 욕심부리
bltly.link
​"
디젤매니아,사주,요즘 10~20대들은 돈주고 사주 안 보죠?,탐욕무지쾌락의고통,2025.09.13.,204.0,https://cafe.naver.com/f-e/cafes/11262350/articles/46228802?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjQ2MjI4ODAyLCJpc3N1ZWRBdCI6MTc2MTU2MTk1MDgyOSwiY2FmZUlkIjoxMTI2MjM1MH0.bKDLtkVAq4Sb_7A3rQRxQNKOfdo6UKBMrQL6txVSHRA&page=1,사양직업인가요?
디젤매니아,사주,사주 편재운이 무섭긴무서워욬ㅋㅋㅋㅋㅋ,단호박터짐,2023.08.07.,602.0,https://cafe.naver.com/f-e/cafes/11262350/articles/42086633?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjQyMDg2NjMzLCJpc3N1ZWRBdCI6MTc2MTU2MjA1NTA2NCwiY2FmZUlkIjoxMTI2MjM1MH0.1at1cWBzaDRi7wt_SoynEbe5X4e8e5Ap7jUXDsCH9hk&page=15,"​
제가 이 편재운이 월운 대운으로 들어오는 시점인데
사람이 통이 커진다고 해야되나,,,,,,
생각관념자체가 바뀌어요ㅋㅋ
​
갑자기 돌변하는건 당연히 아니겠죠?
서서히 쌓이고 변화하고 조금씩 바뀐게
시점을 만나서 팡!! 하고 터진다고 해야되나ㅋㅋㅋ
​
편재 무서워요...
탕진 잼잼~~~ 본인이 갑부라도 된 마냥 돈 쓰네요ㅋ
이런 운에는 또 어느정도 써줘야 액땜된다 생각하기에.... 잘 사용한 소비이기를...
사치 아니고 경험과 배움에 투자좀 햇슴다ㅋ"
레몬테라스,사주,우리사주 사두면 좋을까요?,클래식테라스,2021.12.13.,406.0,https://cafe.naver.com/f-e/cafes/10298136/articles/28584141?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI4NTg0MTQxLCJpc3N1ZWRBdCI6MTc2MTYxNTEwNDMwMCwiY2FmZUlkIjoxMDI5ODEzNn0.-7beMidVBE7MuvrxzaFIr8dReSB2JNo72A24F7Cj0zI&page=31,"​
주식투자를 하고 있긴 합니다.
근데 그냥 장기로보고 대형주나 사놓고 그러는거라 아주 깊게 알지는 못해요.
이 와중에 우리사주 살 수 있는 기회가 생겼는데 우리사주 사두면 좋을까요~?
공모가 이하로 안내려갈까요? 흠..다른 분들은 어떻게 생각하시는지 궁금합니다
​
​
​
​"
레몬테라스,사주,"다들 사주믿으시나요,?",qaz972,2020.06.20.,551.0,https://cafe.naver.com/f-e/cafes/10298136/articles/26560407?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjI2NTYwNDA3LCJpc3N1ZWRBdCI6MTc2MTYxNTE2ODQxMiwiY2FmZUlkIjoxMDI5ODEzNn0.g7HrJtxc-5mPJhG-DXaaW2qUt3wQ6nkzFF-Cx47v1bs&page=39,"이전글
다음글
목록
쫑알쫑알 게시판
다들 사주믿으시나요,?
인기멤버
qaz972
여왕
1:1 채팅
2020.06.20. 23:26
조회 551
댓글
0
URL 복사
URL이 복사되었습니다. 원하는 곳에 붙여 넣으세요.
이 글은 검색 비허용 게시물입니다.
게시물을 확인하기 위해서는 가입이 필요합니다. 이 카페의 멤버가 되어보세요.
카페에 가입하면 바로 글을 볼 수 있어요!
301.5만명의 멤버와 함께하는
레몬테라스 [인테리어,리폼,DIY,요리,결혼,육아,커뮤니티]
에
가입해 보세요.
셀프 집꾸미기,인테리어,리폼,diy,요리,결혼,임신,출산,육아,여성,재테크, 커뮤니티, 생활 전반 카페입니다
가입하면 1,471.8만개의 글을 볼 수 있어요
어제 8.5만명이 방문했어요
최근 일주일 동안 634명이 가입했어요
10초 만에 가입하기"
레몬테라스,사주,사주를 봤어요,내가젤이쁘다,2024.02.24.,723.0,https://cafe.naver.com/f-e/cafes/10298136/articles/31847514?boardtype=L&userDisplay=50&referrerAllArticles=true&inCafeSearch=true&query=%EC%82%AC%EC%A3%BC&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjMxODQ3NTE0LCJpc3N1ZWRBdCI6MTc2MTYxNDk5MjU5MSwiY2FmZUlkIjoxMDI5ODEzNn0.WR6mQAy4YpCCBwcZOpy3CV5RVQHre9qeeZMtblaw62Q&page=16,"어제 저의 사주를 봤어요
사주를 봐주시는 분께서
제가 올해 구설수가 있으니 말을 아끼고
많이 참으라 하더라구요
억울한 상황이 와도 그래 알았어 하고
무시하고 상황을 넘기라하는데
제가 그분한테 다시 못물어봐서 궁금한게있는데
여기 레테님들께 물어요
사주, 운세 라는거가 팔자대로 흘러가는건지
아니면 제가 조심하고 이럼 비껴가는건지
궁금해지네요
아시는분 답변 부탁드립니다
​"
